id,scrape_id,last_scraped,source,name,description,host_id,host_profile_id,host_name,hosts_time_as_user_years,hosts_time_as_user_months,hosts_time_as_host_years,hosts_time_as_host_months,host_location,host_about,host_is_superhost,host_picture_url,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
902166216060824525,20260215064701,2026-02-15,city scrape,2 bdrm Modern & Hip Apt w/ Patio,This loft style 2 bedroom apartment is a very unique find in Albany. This spacious unit features:<br /><br />- 4K Smart TV<br />- Fully stocked kitchen and bathroom<br />- High speed internet<br />- Your very own private entrance separate from the building<br />- Private patio <br />- 1 free resident permit parking spot,47625981,1462707263288165799,Linda,10,3,5,0,"Albany, NY","Airbnb has transformed every part of my life for the better. What began as a small side hustle has grown into a cornerstone of my own American Dream. As a high school teacher, I’ve always cherished shaping the future, but hosting on Airbnb allows me to fully embrace and enhance my present. It’s become a creative outlet, enabling me to express my passion for art and design by curating unique, welcoming spaces for my guests. I hope to see you soon!",f,https://a0.muscache.com/im/pictures/user/fcdee17f-16de-4999-98d5-c28b545cc982.jpg?aki_policy=profile_x_medium,17,t,t,SEVENTH WARD,42.64787,-73.76707,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,2.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Stainless steel single oven"", ""Private patio or balcony"", ""Wifi"", ""Free driveway parking on premises \u2013 1 space"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""Hot water kettle"", ""Wine glasses"", ""Dedicated workspace"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""Dining table"", ""Extra pillows and blankets"", ""Rice maker"", ""Pets allowed"", ""Electric stove"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Air conditioning"", ""Toaster"", ""Coffee"", ""Laundromat nearby"", ""Outdoor furniture"", ""Clothing storage: closet"", ""Central heating"", ""First aid kit"", ""Conditioner"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Freezer"", ""Fire extinguisher"", ""Cleaning products"", ""Keypad"", ""Board games"", ""Cleaning available during stay""]",1,365,1,2,365,365,1.3,365.0,t,21,51,79,304,2026-02-15,59,11,1,304,11,66,2023-06-19,2026-01-25,4.75,4.76,4.69,4.76,4.85,4.58,4.63,16,16,0,0,1.82
902326803627859755,20260215064701,2026-02-15,city scrape,"""The LEO Home"" Private Bedroom 4","Welcome to the *LEO* home! Recently renovated 1st floor 4 bedroom apartment. With a shared living room, bathroom, and kitchen. It is only 1 mile from Albany Med and nearby local hospitals. This is a shared accommodation with other professionals. One traveler is allowed per bedroom. AC in the bedroom. BRAND NEW full-size memory foam mattress and new pillows! Each bedroom has blackout curtains which are perfect for night shifters or swing shifts!",349460842,1469695254081708328,Scott,5,8,5,7,"Albany, NY",Hi my name is Scott Guadagnino. I’ve been in the Albany area for 9 years. Went to school in South Carolina. We love hosting and having guests at our Airbnb’s!,t,https://a0.muscache.com/im/pictures/user/User-349460842/original/b19931f2-cd8b-4aec-96be-ecf0a6a0161d.jpeg?aki_policy=profile_x_medium,20,t,t,TENTH WARD,42.66174,-73.78325,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Smoke alarm"", ""Kitchen"", ""Indoor fireplace: electric"", ""Dishwasher"", ""Samsung stainless steel electric stove"", ""Clothing storage: closet and dresser"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hair dryer"", ""TV"", ""Shared backyard \u2013 Not fully fenced"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""Baking sheet"", ""Iron"", ""Room-darkening shades"", ""Hot water kettle"", ""Fireplace guards"", ""Microwave"", ""Wine glasses"", ""Samsung stainless steel single oven"", ""Dining table"", ""Heating"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Noise decibel monitors on property"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Lock on bedroom door"", ""Laundromat nearby"", ""First aid kit"", ""Free washer \u2013 In unit"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""Cleaning products"", ""Keypad""]",30,365,30,30,365,365,30.0,365.0,t,0,3,33,307,2026-02-15,1,1,0,263,0,60,2026-01-02,2026-01-02,5.0,5.0,5.0,5.0,5.0,4.0,5.0,17,4,13,0,0.67
904392960639597224,20260215064701,2026-02-15,city scrape,/Luxury Modern Western Hideout\,Enjoy a stylish experience at this centrally-located place.,4259750,1462534529294832741,Peter,13,2,10,7,"Albany, NY","I was born in Poland but grew up in NY and now i'm back in NY after grad school in Europe.  I love sailing, flying gliders, hiking, hammocks, cycling, photography, travel, minimalism, tennis,  podcasts, biohacking and my KJV.  I started traveling airbnb during my time in Europe and now I’m a host in NY! 
Listings:
airbnb.com/h/38eden
airbnb.com/h/55eden
airbnb.com/h/18home
airbnb.com/h/24miller
airbnb.com/h/24eden
airbnb.com/h/433western
www.airbnb.com/p/peter",t,https://a0.muscache.com/im/pictures/user/cca29440-809e-4dcd-a844-221898102fa5.jpg?aki_policy=profile_x_medium,8,t,t,THIRTEENTH WARD,42.6652959,-73.7868778,Entire rental unit,Entire home/apt,5,2.0,2 baths,2.0,2.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Stainless steel single oven"", ""Outdoor kitchen"", ""Ethernet connection"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""TV"", ""Shared backyard \u2013 Not fully fenced"", ""Carbon monoxide alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Baking sheet"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""Central air conditioning"", ""Hot water kettle"", ""Microwave"", ""Wine glasses"", ""Dining table"", ""Extra pillows and blankets"", ""Pets allowed"", ""Long term stays allowed"", ""BBQ grill: gas"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Coffee"", ""Laundromat nearby"", ""Shared patio or balcony"", ""Central heating"", ""First aid kit"", ""Movie theater"", ""Barbecue utensils"", ""Conditioner"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Free parking on premises"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Self check-in"", ""Freezer"", ""Coffee maker: drip coffee maker"", ""Free street parking"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""Cleaning products"", ""Keypad"", ""Stainless steel gas stove""]",1,730,1,1,730,730,1.0,730.0,t,30,60,90,270,2026-02-15,23,5,0,270,5,30,2023-06-11,2025-12-14,5.0,5.0,5.0,5.0,5.0,4.91,4.96,8,8,0,0,0.7
905007131419044966,20260215064701,2026-02-15,city scrape,*The Red House* 4 Bedrooms•Beautifully Renovated,"""The Red House,"" an inspiring 4-bedroom, 2nd-floor apartment nestled in the heart of Albany. This charming space features beautifully refinished 130-year-old hardwood floors, creating a warm and inviting atmosphere. A custom stone fireplace, complete with a 50-inch Samsung Smart TV, serves as the focal point of the living area. The kitchen is fully equipped for whipping up a meal. The dishwasher and laundry are conveniently located in the unit. Front and back balconies! Free street parking.",349460842,1469695254081708328,Scott,5,8,5,7,"Albany, NY",Hi my name is Scott Guadagnino. I’ve been in the Albany area for 9 years. Went to school in South Carolina. We love hosting and having guests at our Airbnb’s!,t,https://a0.muscache.com/im/pictures/user/User-349460842/original/b19931f2-cd8b-4aec-96be-ecf0a6a0161d.jpeg?aki_policy=profile_x_medium,20,t,t,TENTH WARD,42.66217,-73.78299,Entire home,Entire home/apt,8,1.0,1 bath,4.0,4.0,"[""Smoke alarm"", ""Kitchen"", ""Indoor fireplace: electric"", ""Dishwasher"", ""Stainless steel single oven"", ""Private patio or balcony"", ""Ethernet connection"", ""Clothing storage: closet and dresser"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""Outdoor dining area"", ""Shared backyard \u2013 Not fully fenced"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""Baking sheet"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""Wine glasses"", ""Fireplace guards"", ""Microwave"", ""Dining table"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Samsung stainless steel gas stove"", ""Radiant heating"", ""Portable fans"", ""Toaster"", ""Essentials"", ""Coffee"", ""Laundromat nearby"", ""Outdoor furniture"", ""First aid kit"", ""Barbecue utensils"", ""Conditioner"", ""Free washer \u2013 In unit"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Freezer"", ""Coffee maker: drip coffee maker"", ""Free street parking"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""50 inch HDTV with Roku"", ""Cleaning products"", ""Keypad""]",1,1125,1,1,1125,1125,1.0,1125.0,t,23,53,80,246,2026-02-15,94,35,1,246,33,210,2023-07-14,2026-01-30,4.83,4.91,4.91,4.95,4.95,4.61,4.83,17,4,13,0,2.97
916983723755256572,20260215064701,2026-02-15,city scrape,Luxury apartment near Saint Peter / Albany Med,"This luxurious apartment is located on a quiet street in the heart of Albany. Ideal for professionals. It is a 10mn walk from CDTA Bus station, Saint Peter and Albany Med Hospital. Traveling nurses & Dr. are welcome for long term stays. It features a bedroom with a queen-size bed, a living room, a kitchen, a bathroom, TVs, Wi-Fi, Mini-Billiard table,  a washer/dryer, A/C & heat, a Gas fireplace, off-street parking space. The patio with a table and parasol offers a breathtaking view of landscape.",283643924,1469486022042258531,Joe,6,6,2,7,"Albany, NY","I enjoy meeting new people and familiarizing myself with other cultures. this is, essentially why I've decided to become a part-time host. I'm enthusiastic about soccer and like various farms activities.",f,https://a0.muscache.com/im/pictures/user/986ac15c-c2ca-4340-874c-cfd18dc9b6e3.jpg?aki_policy=profile_x_medium,2,t,t,FOURTEENTH WARD,42.65872,-73.79555,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,3.0,"[""Smoke alarm"", ""Kitchen"", ""Bikes"", ""Wifi"", ""Free driveway parking on premises \u2013 1 space"", ""GE oven"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Iron"", ""Central air conditioning"", ""Room-darkening shades"", ""Host greets you"", ""Dedicated workspace"", ""Microwave"", ""Dining table"", ""Dryer \u2013\u00a0In unit"", ""65 inch TV with Chromecast, Netflix, Roku"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Electric stove"", ""Noise decibel monitors on property"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Coffee"", ""Central heating"", ""First aid kit"", ""Barbecue utensils"", ""Courtyard view"", ""Window AC unit"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Free washer \u2013 In building"", ""Shared backyard \u2013 Fully fenced"", ""Freezer"", ""Coffee maker: drip coffee maker"", ""Free street parking"", ""Fire extinguisher"", ""Cleaning products"", ""Clothing storage: walk-in closet, closet, wardrobe, and dresser"", ""Shared BBQ grill: charcoal""]",1,1125,1,28,1125,1125,27.9,1125.0,t,0,0,1,251,2026-02-15,6,2,0,206,2,12,2023-07-07,2025-07-31,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.19
917510613914219375,20260215064701,2026-02-15,city scrape,"R&R | Hospitals, Colleges + Politics",Enjoy a stylish experience at this centrally-located place.,6203319,1462700523222803714,Melissa,12,9,3,2,"Albany, NY","Airbnb has transformed every part of my life for the better. What began as a small side hustle has grown into a cornerstone of my own American Dream. As a high school teacher, I’ve always cherished shaping the future, but hosting on Airbnb allows me to fully embrace and enhance my present. It’s become a creative outlet, enabling me to express my passion for art and design by curating unique, welcoming spaces for my guests. I hope to see you soon!",t,https://a0.muscache.com/im/pictures/user/User/original/8c9303f4-bda9-4609-ad78-6f91f1ab450d.jpeg?aki_policy=profile_x_medium,2,t,t,TENTH WARD,42.66261,-73.79158,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Clothing storage: closet and dresser"", ""Gas stove"", ""HDTV with Hulu, Netflix, Roku"", ""Wifi"", ""Hot water"", ""Hair dryer"", ""Fire pit"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Bed linens"", ""Housekeeping available 24 hours, every day"", ""Luggage dropoff allowed"", ""Coffee maker: drip coffee maker, french press, pour-over coffee"", ""Bathtub"", ""Cooking basics"", ""Ceiling fan"", ""Iron"", ""Baking sheet"", ""Room-darkening shades"", ""Hot water kettle"", ""Free dryer \u2013 In building"", ""Microwave"", ""Host greets you"", ""Dining table"", ""Extra pillows and blankets"", ""Rice maker"", ""Long term stays allowed"", ""Radiant heating"", ""Portable fans"", ""Drying rack for clothing"", ""Noise decibel monitors on property"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Lock on bedroom door"", ""Coffee"", ""Shared patio or balcony"", ""Single oven"", ""Outdoor furniture"", ""Books and reading material"", ""First aid kit"", ""Barbecue utensils"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Free washer \u2013 In building"", ""Freezer"", ""Free street parking"", ""IHome Bluetooth sound system"", ""Fire extinguisher"", ""Cleaning products"", ""Board games"", ""Indoor fireplace: gas"", ""Shared backyard \u2013 Fully fenced"", ""Shared BBQ grill: charcoal""]",1,10,1,3,10,10,1.0,10.0,t,29,59,89,89,2026-02-15,17,7,0,89,7,42,2023-07-08,2025-08-03,4.94,4.94,4.94,4.94,4.94,4.88,4.94,2,0,2,0,0.53
919055506310955442,20260215064701,2026-02-15,city scrape,Room for rent,Relax with the whole family at this peaceful place to stay.,502751555,1470260288284691464,Grace,2,11,2,7,"Albany, NY","Airbnb has transformed every part of my life for the better. What began as a small side hustle has grown into a cornerstone of my own American Dream. As a high school teacher, I’ve always cherished shaping the future, but hosting on Airbnb allows me to fully embrace and enhance my present. It’s become a creative outlet, enabling me to express my passion for art and design by curating unique, welcoming spaces for my guests. I hope to see you soon!",f,https://a0.muscache.com/im/pictures/user/User/original/5f374ad6-66e0-4b8c-9b9a-542806c1195f.jpeg?aki_policy=profile_x_medium,1,t,t,FIFTH WARD,42.67292,-73.7776,Private room in rental unit,Private room,2,1.0,1 bath,1.0,1.0,"[""Kitchen"", ""Smoke alarm"", ""Wifi"", ""TV"", ""Free parking on premises"", ""Washer""]",1,365,1,1,365,365,1.0,365.0,t,30,60,90,365,2026-02-15,0,0,0,320,0,0,2021-02-07,2026-02-01,4.85,4.9,4.87,4.94,4.95,4.79,4.81,1,0,1,0,1.23
921076441920995839,20260215064701,2026-02-15,city scrape,Work hard! Play hard!,"Enjoy privacy, peace and tranquility in this modern newly renovated studio apartment. Provides quiet comfort allowing for a great work space while still being a hop, skip and a jump from (5min) Ten Broeck triangle and all the downtown Albany breweries and eateries to unwind.",521669673,1470347340308191612,Kody,2,7,2,7,"New York, NY","Airbnb has transformed every part of my life for the better. What began as a small side hustle has grown into a cornerstone of my own American Dream. As a high school teacher, I’ve always cherished shaping the future, but hosting on Airbnb allows me to fully embrace and enhance my present. It’s become a creative outlet, enabling me to express my passion for art and design by curating unique, welcoming spaces for my guests. I hope to see you soon!",f,https://a0.muscache.com/im/pictures/user/User/original/0231e64a-c7be-4ad0-825e-7ca6d5733aa2.jpeg?aki_policy=profile_x_medium,5,t,t,THIRD WARD,42.6586,-73.75743,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Kitchen"", ""Housekeeping - available at extra cost"", ""Clothing storage: closet and dresser"", ""Wifi"", ""Hot water"", ""TV"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Baking sheet"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""Heating"", ""Long term stays allowed"", ""Pets allowed"", ""Electric stove"", ""Oven"", ""Air conditioning"", ""Toaster"", ""Essentials"", ""Coffee"", ""Laundromat nearby"", ""First aid kit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Fire extinguisher"", ""Cleaning products"", ""Keypad""]",7,365,7,7,365,365,7.0,365.0,t,28,58,88,268,2026-02-15,3,0,0,268,0,0,2023-08-09,2024-12-21,4.67,3.67,4.67,4.67,5.0,3.0,4.33,4,4,0,0,0.1
928948908785846870,20260215064701,2026-02-15,city scrape,Newly Renovated Gem in Melrose - Pet Friendly,"Welcome to our newly renovated, one bedroom apartment in the heart of the charming Melrose neighborhood in Albany, NY, conveniently nestled between UAlbany and downtown. ☺️ Please note, this apartment is apart of a four family apartment complex. <br /><br />This pet friendly space includes an outdoor sitting area and small patio.",441054845,1469990977034908433,Thaddeus,4,0,2,6,"Albany, NY","Airbnb has transformed every part of my life for the better. What began as a small side hustle has grown into a cornerstone of my own American Dream. As a high school teacher, I’ve always cherished shaping the future, but hosting on Airbnb allows me to fully embrace and enhance my present. It’s become a creative outlet, enabling me to express my passion for art and design by curating unique, welcoming spaces for my guests. I hope to see you soon!",t,https://a0.muscache.com/im/pictures/user/User/original/f7d4596d-eeed-4739-a18d-119e0de83fa7.jpeg?aki_policy=profile_x_medium,4,t,t,THIRTEENTH WARD,42.67066,-73.79571,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Stainless steel single oven"", ""Private patio or balcony"", ""Clothing storage: closet and dresser"", ""Gas stove"", ""Wifi"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""TV"", ""Shared backyard \u2013 Not fully fenced"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""Baking sheet"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""Safe"", ""Wine glasses"", ""Dedicated workspace"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""Dining table"", ""Extra pillows and blankets"", ""Pets allowed"", ""Long term stays allowed"", ""Radiant heating"", ""Portable fans"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Coffee"", ""Laundromat nearby"", ""Outdoor furniture"", ""Books and reading material"", ""First aid kit"", ""Conditioner"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Fire extinguisher"", ""Cleaning products"", ""Keypad""]",2,1125,2,30,1125,1125,19.8,1125.0,t,0,4,29,208,2026-02-15,93,33,2,208,35,198,2023-07-29,2026-02-14,4.8,4.88,4.78,4.96,4.95,4.86,4.82,2,2,0,0,2.99
932642358896439621,20260215064701,2026-02-15,city scrape,Stylish top floor apt w/parking,The whole group will enjoy easy access to everything from this centrally located place. Sun filled top floor unit with spacious bedrooms-well equipped kitchen and modern bath. Convenient location near highway and major hospitals/universities. Malls-restaurants and shopping all close by. Quiet residential neighborhood makes it lovely to walk to close by restaurants to grab a bite to eat outside. Come spend a night or two and be our guest,232967878,1468802372405829537,Diana,7,1,6,9,"Albany, NY","Airbnb has transformed every part of my life for the better. What began as a small side hustle has grown into a cornerstone of my own American Dream. As a high school teacher, I’ve always cherished shaping the future, but hosting on Airbnb allows me to fully embrace and enhance my present. It’s become a creative outlet, enabling me to express my passion for art and design by curating unique, welcoming spaces for my guests. I hope to see you soon!",t,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_x_medium,13,t,t,THIRTEENTH WARD,42.67224,-73.79301,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,0.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Clothing storage: closet and dresser"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Hair dryer"", ""Body soap"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Bathtub"", ""Cooking basics"", ""Ceiling fan"", ""Shampoo"", ""Iron"", ""Wine glasses"", ""Baking sheet"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""Heating"", ""Smart lock"", ""Long term stays allowed"", ""Pets allowed"", ""Air conditioning"", ""Essentials"", ""Coffee"", ""First aid kit"", ""Free residential garage on premises"", ""Conditioner"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Fire extinguisher"", ""Cleaning products"", ""Cleaning available during stay"", ""Stove""]",2,1125,2,2,1125,1125,2.0,1125.0,t,30,45,45,45,2026-02-15,49,13,0,45,13,78,2023-07-23,2025-10-21,4.59,4.78,4.84,4.73,4.78,4.57,4.67,11,11,0,0,1.57
934035097653060273,20260215064701,2026-02-15,city scrape,Mads Mansion - Room 7,"Charming 5 room bed and breakfast located across from Washington Park in Albany, NY. Each room has a private bathroom and workstation. Guests have access to a shared kitchen, dining area, living space and small office nook with printer.",493882819,1470223390787852349,Terra,3,1,2,7,"Voorheesville, NY","Airbnb has transformed every part of my life for the better. What began as a small side hustle has grown into a cornerstone of my own American Dream. As a high school teacher, I’ve always cherished shaping the future, but hosting on Airbnb allows me to fully embrace and enhance my present. It’s become a creative outlet, enabling me to express my passion for art and design by curating unique, welcoming spaces for my guests. I hope to see you soon!",f,https://a0.muscache.com/im/pictures/user/344a937d-2fa9-41da-9f45-e63d80120abf.jpg?aki_policy=profile_x_medium,6,t,t,SIXTH WARD,42.65655,-73.77434,Private room in bed and breakfast,Private room,2,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Shower gel"", ""Hair dryer"", ""TV"", ""Cooking basics"", ""Baking sheet"", ""Shampoo"", ""Iron"", ""Hot water kettle"", ""Wine glasses"", ""Dedicated workspace"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""Dining table"", ""Heating"", ""Smart lock"", ""Long term stays allowed"", ""Pets allowed"", ""Oven"", ""Air conditioning"", ""Coffee"", ""Lock on bedroom door"", ""Shared patio or balcony"", ""Conditioner"", ""Free parking on premises"", ""Dishes and silverware"", ""Self check-in"", ""Refrigerator"", ""Fire extinguisher"", ""Stove""]",1,1125,1,1,1125,1125,1.0,1125.0,t,24,51,81,305,2026-02-15,9,1,0,305,1,6,2023-07-26,2025-08-23,4.67,4.56,4.89,4.56,4.11,4.78,4.56,6,1,5,0,0.29
937837897631191844,20260215064701,2026-02-15,city scrape,Hudson 2 at The Argus Hotel,Hudson 2 is a first floor queen room. Has a private bathroom with shower. Each room is equipped with a SmartTV and Apple TV as well as a desk.<br /><br />This room is not pet friendly.<br /><br />Complimentary Services:<br />Continental Breakfast<br />Onsite Parking<br />Electric Parking<br />Wi-Fi & Apple TV<br />Keyless Entry<br />Ensuite Guest Rooms<br />​<br />Paid Services:<br />Cocktails<br />Meeting Space Rentals<br />Pets (If applicable)<br />Early Checkin (1PM)<br />Late Checkout (12PM),526358730,1470367137726823676,Argus,2,6,2,6,"Albany, NY","Airbnb has transformed every part of my life for the better. What began as a small side hustle has grown into a cornerstone of my own American Dream. As a high school teacher, I’ve always cherished shaping the future, but hosting on Airbnb allows me to fully embrace and enhance my present. It’s become a creative outlet, enabling me to express my passion for art and design by curating unique, welcoming spaces for my guests. I hope to see you soon!",f,https://a0.muscache.com/im/pictures/user/User-526358730/original/36a4d4d9-a4fa-48cb-8ae7-5cefceeab9ab.jpeg?aki_policy=profile_x_medium,11,t,t,SIXTH WARD,42.65867,-73.77479,Room in hotel,Private room,2,1.0,1 bath,1.0,1.0,"[""BBQ grill"", ""Smoke alarm"", ""Kitchen"", ""Shampoo"", ""Air conditioning"", ""Fire extinguisher"", ""Wifi"", ""Dedicated workspace"", ""Keypad"", ""Self check-in"", ""Hair dryer"", ""First aid kit"", ""Indoor fireplace"", ""TV"", ""Conditioner"", ""Free parking on premises"", ""Hangers""]",1,365,1,1,365,365,1.0,365.0,t,14,35,49,97,2026-02-15,2,0,0,97,0,0,2023-09-03,2023-12-31,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7,1,6,0,0.07
937917144482762419,20260215064701,2026-02-15,city scrape,Hudson 3 ADA at The Argus Hotel,Hudson 3 is a first floor handicap accessible queen room with a large bathroom and ADA shower. Each room is equipped with a SmartTV and Apple TV as well as a desk.<br /><br />This room is not pet friendly.<br /><br />Complimentary Services:<br />Continental Breakfast<br />Onsite Parking<br />Electric Parking<br />Wi-Fi & Apple TV<br />Keyless Entry<br />Ensuite Guest Rooms<br />​<br />Paid Services:<br />Cocktails<br />Meeting Space Rentals<br />Pets (If applicable)<br />Early Checkin (1PM)<br />Late Checkout (12PM),526358730,1470367137726823676,Argus,2,6,2,6,"Albany, NY","Airbnb has transformed every part of my life for the better. What began as a small side hustle has grown into a cornerstone of my own American Dream. As a high school teacher, I’ve always cherished shaping the future, but hosting on Airbnb allows me to fully embrace and enhance my present. It’s become a creative outlet, enabling me to express my passion for art and design by curating unique, welcoming spaces for my guests. I hope to see you soon!",f,https://a0.muscache.com/im/pictures/user/User-526358730/original/36a4d4d9-a4fa-48cb-8ae7-5cefceeab9ab.jpeg?aki_policy=profile_x_medium,11,t,t,TENTH WARD,42.65908,-73.77456,Room in hotel,Private room,2,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Kitchen"", ""Wifi"", ""Shower gel"", ""Hair dryer"", ""Outdoor dining area"", ""Indoor fireplace"", ""TV"", ""Elevator"", ""Shampoo"", ""Dedicated workspace"", ""Long term stays allowed"", ""BBQ grill"", ""Air conditioning"", ""Shared patio or balcony"", ""First aid kit"", ""Conditioner"", ""Free parking on premises"", ""Hangers"", ""Self check-in"", ""Fire extinguisher"", ""Keypad"", ""Cleaning available during stay""]",1,365,1,1,365,365,1.0,365.0,t,17,38,53,73,2026-02-15,9,2,0,73,3,12,2023-08-13,2025-08-02,4.67,5.0,4.89,4.78,4.89,4.89,4.67,7,1,6,0,0.29
